cod_areacarga;dat_referencia;din_referenciautc;val_cargaglobalcons;val_cargaglobal;val_consistencia
RR;2021-05-06;2021-05-06T07:30:00Z;123,1391;123,1391;0
RR;2021-05-06;2021-05-06T08:00:00Z;120,8729;120,8729;0
RR;2021-05-06;2021-05-06T08:30:00Z;118,8441;118,8441;0
RR;2021-05-06;2021-05-06T09:00:00Z;117,6769;117,6769;0
RR;2021-05-06;2021-05-06T09:30:00Z;115,9834;115,9834;0
RR;2021-05-06;2021-05-06T10:00:00Z;110,1932;110,1932;0
RR;2021-05-06;2021-05-06T10:30:00Z;99,5118;99,5118;0
RR;2021-05-06;2021-05-06T11:00:00Z;95,6983;95,6983;0
RR;2021-05-06;2021-05-06T11:30:00Z;95,326;95,326;0
RR;2021-05-06;2021-05-06T12:00:00Z;98,3796;98,3796;0
RR;2021-05-06;2021-05-06T12:30:00Z;105,4045;105,4045;0
RR;2021-05-06;2021-05-06T13:00:00Z;109,1764;109,1764;0
RR;2021-05-06;2021-05-06T13:30:00Z;112,8293;112,8293;0
RR;2021-05-06;2021-05-06T14:00:00Z;116,1827;116,1827;0
RR;2021-05-06;2021-05-06T14:30:00Z;120,0879;120,0879;0
RR;2021-05-06;2021-05-06T15:00:00Z;121,8718;121,8718;0
RR;2021-05-06;2021-05-06T15:30:00Z;123,9828;123,9828;0
RR;2021-05-06;2021-05-06T16:00:00Z;122,007;122,007;0
RR;2021-05-06;2021-05-06T16:30:00Z;118,5571;118,5571;0
RR;2021-05-06;2021-05-06T17:00:00Z;120,4282;120,4282;0
RR;2021-05-06;2021-05-06T17:30:00Z;126,5125;126,5125;0
RR;2021-05-06;2021-05-06T18:00:00Z;131,3304;131,3304;0
RR;2021-05-06;2021-05-06T18:30:00Z;137,4148;137,4148;0
RR;2021-05-06;2021-05-06T19:00:00Z;140,3705;140,3705;0
RR;2021-05-06;2021-05-06T19:30:00Z;138,1146;138,1146;0
RR;2021-05-06;2021-05-06T20:00:00Z;136,1242;136,1242;0
RR;2021-05-06;2021-05-06T20:30:00Z;134,4104;134,4104;0
RR;2021-05-06;2021-05-06T21:00:00Z;130,3399;130,3399;0
RR;2021-05-06;2021-05-06T21:30:00Z;125,9203;125,9203;0
RR;2021-05-06;2021-05-06T22:00:00Z;120,6935;120,6935;0
RR;2021-05-06;2021-05-06T22:30:00Z;123,6195;123,6195;0
RR;2021-05-06;2021-05-06T23:00:00Z;133,4899;133,4899;0
RR;2021-05-06;2021-05-06T23:30:00Z;136,076;136,076;0
RR;2021-05-06;2021-05-07T00:00:00Z;137,6767;137,6767;0
RR;2021-05-06;2021-05-07T00:30:00Z;138,7428;138,7428;0
RR;2021-05-06;2021-05-07T01:00:00Z;140,7907;140,7907;0
RR;2021-05-06;2021-05-07T01:30:00Z;142,9684;142,9684;0
RR;2021-05-06;2021-05-07T02:00:00Z;146,3152;146,3152;0
RR;2021-05-06;2021-05-07T02:30:00Z;149,794;149,794;0
RR;2021-05-06;2021-05-07T03:00:00Z;151,5022;151,5022;0
RR;2021-05-07;2021-05-07T03:30:00Z;152,8305;152,8305;0
RR;2021-05-07;2021-05-07T04:00:00Z;151,9114;151,9114;0
RR;2021-05-07;2021-05-07T04:30:00Z;148,9859;148,9859;0
RR;2021-05-07;2021-05-07T05:00:00Z;145,9179;145,9179;0
RR;2021-05-07;2021-05-07T05:30:00Z;141,6842;141,6842;0
RR;2021-05-07;2021-05-07T06:00:00Z;137,2842;137,2842;0
RR;2021-05-07;2021-05-07T06:30:00Z;133,6724;133,6724;0
RR;2021-05-07;2021-05-07T07:00:00Z;130,7412;130,7412;0
RR;2021-05-07;2021-05-07T07:30:00Z;124,3626;124,3626;0
RR;2021-05-07;2021-05-07T08:00:00Z;119,8126;119,8126;0
RR;2021-05-07;2021-05-07T08:30:00Z;123,8064;123,8064;0
RR;2021-05-07;2021-05-07T09:00:00Z;110,2552;110,2552;0
RR;2021-05-07;2021-05-07T09:30:00Z;108,1591;108,1591;0
RR;2021-05-07;2021-05-07T10:00:00Z;100,751;100,751;0
RR;2021-05-07;2021-05-07T10:30:00Z;97,5537;97,5537;0
RR;2021-05-07;2021-05-07T11:00:00Z;94,018;94,018;0
RR;2021-05-07;2021-05-07T11:30:00Z;93,3857;93,3857;0
RR;2021-05-07;2021-05-07T12:00:00Z;97,6459;97,6459;0
RR;2021-05-07;2021-05-07T12:30:00Z;103,9531;103,9531;0
RR;2021-05-07;2021-05-07T13:00:00Z;108,3648;108,3648;0
RR;2021-05-07;2021-05-07T13:30:00Z;110,3648;110,3648;0
RR;2021-05-07;2021-05-07T14:00:00Z;109,5709;109,5709;0
RR;2021-05-07;2021-05-07T14:30:00Z;106,7214;106,7214;0
RR;2021-05-07;2021-05-07T15:00:00Z;105,961;105,961;0
RR;2021-05-07;2021-05-07T15:30:00Z;105,2552;105,2552;0
RR;2021-05-07;2021-05-07T16:00:00Z;104,6883;104,6883;0
RR;2021-05-07;2021-05-07T16:30:00Z;103,0557;103,0557;0
RR;2021-05-07;2021-05-07T17:00:00Z;105,5027;105,5027;0
RR;2021-05-07;2021-05-07T17:30:00Z;110,4515;110,4515;0
RR;2021-05-07;2021-05-07T18:00:00Z;117,0877;117,0877;0
RR;2021-05-07;2021-05-07T18:30:00Z;124,2891;124,2891;0
RR;2021-05-07;2021-05-07T19:00:00Z;127,0306;127,0306;0
RR;2021-05-07;2021-05-07T19:30:00Z;129,3414;129,3414;0
RR;2021-05-07;2021-05-07T20:00:00Z;129,6119;129,6119;0
RR;2021-05-07;2021-05-07T20:30:00Z;129,0425;129,0425;0
RR;2021-05-07;2021-05-07T21:00:00Z;126,6947;126,6947;0
RR;2021-05-07;2021-05-07T21:30:00Z;121,3048;121,3048;0
RR;2021-05-07;2021-05-07T22:00:00Z;118,3413;118,3413;0
RR;2021-05-07;2021-05-07T22:30:00Z;122,4684;122,4684;0
RR;2021-05-07;2021-05-07T23:00:00Z;127,208;127,208;0
RR;2021-05-07;2021-05-07T23:30:00Z;128,6989;128,6989;0
RR;2021-05-07;2021-05-08T00:00:00Z;129,4777;129,4777;0
RR;2021-05-07;2021-05-08T00:30:00Z;129,0494;129,0494;0
RR;2021-05-07;2021-05-08T01:00:00Z;130,6412;130,6412;0
RR;2021-05-07;2021-05-08T01:30:00Z;132,1312;132,1312;0
RR;2021-05-07;2021-05-08T02:00:00Z;136,0357;136,0357;0
RR;2021-05-07;2021-05-08T02:30:00Z;140,1237;140,1237;0
RR;2021-05-07;2021-05-08T03:00:00Z;141,5929;141,5929;0
RR;2021-05-08;2021-05-08T03:30:00Z;144,3498;144,3498;0
RR;2021-05-08;2021-05-08T04:00:00Z;144,7123;144,7123;0
RR;2021-05-08;2021-05-08T04:30:00Z;143,5373;143,5373;0
RR;2021-05-08;2021-05-08T05:00:00Z;141,4112;141,4112;0
RR;2021-05-08;2021-05-08T05:30:00Z;139,3023;139,3023;0
RR;2021-05-08;2021-05-08T06:00:00Z;136,669;136,669;0
RR;2021-05-08;2021-05-08T06:30:00Z;133,7174;133,7174;0
RR;2021-05-08;2021-05-08T07:00:00Z;130,2326;130,2326;0
RR;2021-05-08;2021-05-08T07:30:00Z;128,1893;128,1893;0
RR;2021-05-08;2021-05-08T08:00:00Z;125,7496;125,7496;0
RR;2021-05-08;2021-05-08T08:30:00Z;122,1326;122,1326;0
RR;2021-05-08;2021-05-08T09:00:00Z;121,1533;121,1533;0
RR;2021-05-08;2021-05-08T09:30:00Z;120,0652;120,0652;0
RR;2021-05-08;2021-05-08T10:00:00Z;115,2174;115,2174;0
RR;2021-05-08;2021-05-08T10:30:00Z;103,1997;103,1997;0
RR;2021-05-08;2021-05-08T11:00:00Z;99,1633;99,1633;0
RR;2021-05-08;2021-05-08T11:30:00Z;97,3131;97,3131;0
RR;2021-05-08;2021-05-08T12:00:00Z;98,2782;98,2782;0
RR;2021-05-08;2021-05-08T12:30:00Z;103,7528;103,7528;0
RR;2021-05-08;2021-05-08T13:00:00Z;106,1687;106,1687;0
RR;2021-05-08;2021-05-08T13:30:00Z;106,9298;106,9298;0
RR;2021-05-08;2021-05-08T14:00:00Z;107,1785;107,1785;0
RR;2021-05-08;2021-05-08T14:30:00Z;108,0624;108,0624;0
RR;2021-05-08;2021-05-08T15:00:00Z;105,4824;105,4824;0
RR;2021-05-08;2021-05-08T15:30:00Z;102,6945;102,6945;0
RR;2021-05-08;2021-05-08T16:00:00Z;99,8925;99,8925;0
RR;2021-05-08;2021-05-08T16:30:00Z;95,8494;95,8494;0
RR;2021-05-08;2021-05-08T17:00:00Z;94,2589;94,2589;0
RR;2021-05-08;2021-05-08T17:30:00Z;95,4096;95,4096;0
RR;2021-05-08;2021-05-08T18:00:00Z;99,3412;99,3412;0
RR;2021-05-08;2021-05-08T18:30:00Z;103,0856;103,0856;0
RR;2021-05-08;2021-05-08T19:00:00Z;105,2331;105,2331;0
RR;2021-05-08;2021-05-08T19:30:00Z;107,3642;107,3642;0
RR;2021-05-08;2021-05-08T20:00:00Z;108,4578;108,4578;0
RR;2021-05-08;2021-05-08T20:30:00Z;107,7254;107,7254;0
RR;2021-05-08;2021-05-08T21:00:00Z;105,8761;105,8761;0
RR;2021-05-08;2021-05-08T21:30:00Z;104,7124;104,7124;0
RR;2021-05-08;2021-05-08T22:00:00Z;104,7705;104,7705;0
RR;2021-05-08;2021-05-08T22:30:00Z;115,6526;115,6526;0
RR;2021-05-08;2021-05-08T23:00:00Z;122,8812;122,8812;0
RR;2021-05-08;2021-05-08T23:30:00Z;125,0978;125,0978;0
RR;2021-05-08;2021-05-09T00:00:00Z;125,905;125,905;0
RR;2021-05-08;2021-05-09T00:30:00Z;126,2875;126,2875;0
RR;2021-05-08;2021-05-09T01:00:00Z;127,3417;127,3417;0
RR;2021-05-08;2021-05-09T01:30:00Z;128,8701;128,8701;0
RR;2021-05-08;2021-05-09T02:00:00Z;130,6828;130,6828;0
RR;2021-05-08;2021-05-09T02:30:00Z;132,541;132,541;0
RR;2021-05-08;2021-05-09T03:00:00Z;133,8266;133,8266;0
RR;2021-05-09;2021-05-09T03:30:00Z;136,18;136,18;0
RR;2021-05-09;2021-05-09T04:00:00Z;136,0974;136,0974;0
RR;2021-05-09;2021-05-09T04:30:00Z;135,1725;135,1725;0
RR;2021-05-09;2021-05-09T05:00:00Z;133,8976;133,8976;0
RR;2021-05-09;2021-05-09T05:30:00Z;130,6917;130,6917;0
RR;2021-05-09;2021-05-09T06:00:00Z;127,9911;127,9911;0
RR;2021-05-09;2021-05-09T06:30:00Z;125,6448;125,6448;0
RR;2021-05-09;2021-05-09T07:00:00Z;124,0272;124,0272;0
RR;2021-05-09;2021-05-09T07:30:00Z;122,778;122,778;0
RR;2021-05-09;2021-05-09T08:00:00Z;118,2663;118,2663;0
RR;2021-05-09;2021-05-09T08:30:00Z;117,9134;117,9134;0
RR;2021-05-09;2021-05-09T09:00:00Z;116,4568;110,9676;5,4892044
RR;2021-05-09;2021-05-09T09:30:00Z;113,6632;113,6632;0
RR;2021-05-09;2021-05-09T10:00:00Z;112,5125;112,5125;0
RR;2021-05-09;2021-05-09T10:30:00Z;102,3018;102,3018;0
RR;2021-05-09;2021-05-09T11:00:00Z;97,9271;97,9271;0
RR;2021-05-09;2021-05-09T11:30:00Z;94,6182;94,6182;0
RR;2021-05-09;2021-05-09T12:00:00Z;93,5348;93,5348;0
RR;2021-05-09;2021-05-09T12:30:00Z;93,683;93,683;0
RR;2021-05-09;2021-05-09T13:00:00Z;92,8176;92,8176;0
RR;2021-05-09;2021-05-09T13:30:00Z;91,2354;91,2354;0
RR;2021-05-09;2021-05-09T14:00:00Z;90,6268;90,6268;0
RR;2021-05-09;2021-05-09T14:30:00Z;91,3938;91,3938;0
RR;2021-05-09;2021-05-09T15:00:00Z;91,4466;91,4466;0
RR;2021-05-09;2021-05-09T15:30:00Z;90,303;90,303;0
RR;2021-05-09;2021-05-09T16:00:00Z;90,4326;90,4326;0
RR;2021-05-09;2021-05-09T16:30:00Z;92,9726;92,9726;0
RR;2021-05-09;2021-05-09T17:00:00Z;95,7553;95,7553;0
RR;2021-05-09;2021-05-09T17:30:00Z;97,8057;97,8057;0
RR;2021-05-09;2021-05-09T18:00:00Z;101,2931;101,2931;0
RR;2021-05-09;2021-05-09T18:30:00Z;104,8705;104,8705;0
RR;2021-05-09;2021-05-09T19:00:00Z;110,3641;110,3641;0
RR;2021-05-09;2021-05-09T19:30:00Z;112,954;112,954;0
RR;2021-05-09;2021-05-09T20:00:00Z;112,7979;112,7979;0
RR;2021-05-09;2021-05-09T20:30:00Z;112,1755;112,1755;0
RR;2021-05-09;2021-05-09T21:00:00Z;111,3173;111,3173;0
RR;2021-05-09;2021-05-09T21:30:00Z;110,6247;110,6247;0
RR;2021-05-09;2021-05-09T22:00:00Z;110,9005;110,9005;0
RR;2021-05-09;2021-05-09T22:30:00Z;120,2698;120,2698;0
RR;2021-05-09;2021-05-09T23:00:00Z;127,7006;127,7006;0
RR;2021-05-09;2021-05-09T23:30:00Z;129,9006;129,9006;0
RR;2021-05-09;2021-05-10T00:00:00Z;131,9399;131,9399;0
RR;2021-05-09;2021-05-10T00:30:00Z;134,0878;134,0878;0
RR;2021-05-09;2021-05-10T01:00:00Z;136,2524;136,2524;0
RR;2021-05-09;2021-05-10T01:30:00Z;139,0418;139,0418;0
RR;2021-05-09;2021-05-10T02:00:00Z;142,2373;142,2373;0
RR;2021-05-09;2021-05-10T02:30:00Z;145,9393;145,9393;0
RR;2021-05-09;2021-05-10T03:00:00Z;147,4582;147,4582;0
RR;2021-05-10;2021-05-10T03:30:00Z;148,2625;148,2625;0
RR;2021-05-10;2021-05-10T04:00:00Z;146,6131;146,6131;0
RR;2021-05-10;2021-05-10T04:30:00Z;144,4861;144,4861;0
RR;2021-05-10;2021-05-10T05:00:00Z;142,1452;142,1452;0
RR;2021-05-10;2021-05-10T05:30:00Z;140,0702;140,0702;0
RR;2021-05-10;2021-05-10T06:00:00Z;136,7278;136,7278;0
RR;2021-05-10;2021-05-10T06:30:00Z;134,4143;134,4143;0
RR;2021-05-10;2021-05-10T07:00:00Z;131,5359;131,5359;0
RR;2021-05-10;2021-05-10T07:30:00Z;128,9372;128,9372;0
RR;2021-05-10;2021-05-10T08:00:00Z;125,7917;125,7917;0
RR;2021-05-10;2021-05-10T08:30:00Z;123,7069;123,7069;0
RR;2021-05-10;2021-05-10T09:00:00Z;122,1614;122,1614;0
RR;2021-05-10;2021-05-10T09:30:00Z;120,7981;120,7981;0
RR;2021-05-10;2021-05-10T10:00:00Z;112,3508;112,3508;0
RR;2021-05-10;2021-05-10T10:30:00Z;100,4945;100,4945;0
RR;2021-05-10;2021-05-10T11:00:00Z;98,038;98,038;0
RR;2021-05-10;2021-05-10T11:30:00Z;98,7439;98,7439;0
RR;2021-05-10;2021-05-10T12:00:00Z;101,8377;101,8377;0
RR;2021-05-10;2021-05-10T12:30:00Z;109,6618;109,6618;0
RR;2021-05-10;2021-05-10T13:00:00Z;112,6176;112,6176;0
RR;2021-05-10;2021-05-10T13:30:00Z;113,5185;113,5185;0
RR;2021-05-10;2021-05-10T14:00:00Z;113,4454;113,4454;0
RR;2021-05-10;2021-05-10T14:30:00Z;111,7769;111,7769;0
RR;2021-05-10;2021-05-10T15:00:00Z;109,8664;109,8664;0
RR;2021-05-10;2021-05-10T15:30:00Z;107,811;107,811;0
RR;2021-05-10;2021-05-10T16:00:00Z;106,181;106,181;0
RR;2021-05-10;2021-05-10T16:30:00Z;104,2369;104,2369;0
RR;2021-05-10;2021-05-10T17:00:00Z;107,5053;107,5053;0
RR;2021-05-10;2021-05-10T17:30:00Z;114,8575;114,8575;0
RR;2021-05-10;2021-05-10T18:00:00Z;119,9864;119,9864;0
RR;2021-05-10;2021-05-10T18:30:00Z;129,0517;129,0517;0
RR;2021-05-10;2021-05-10T19:00:00Z;131,1031;131,1031;0
RR;2021-05-10;2021-05-10T19:30:00Z;126,5997;126,5997;0
RR;2021-05-10;2021-05-10T20:00:00Z;125,3245;125,3245;0
RR;2021-05-10;2021-05-10T20:30:00Z;125,9782;125,9782;0
RR;2021-05-10;2021-05-10T21:00:00Z;124,6536;124,6536;0
RR;2021-05-10;2021-05-10T21:30:00Z;119,3989;119,3989;0
RR;2021-05-10;2021-05-10T22:00:00Z;114,2504;114,2504;0
RR;2021-05-10;2021-05-10T22:30:00Z;117,9941;117,9941;0
RR;2021-05-10;2021-05-10T23:00:00Z;127,1419;127,1419;0
RR;2021-05-10;2021-05-10T23:30:00Z;126,179;126,179;0
RR;2021-05-10;2021-05-11T00:00:00Z;128,2622;128,2622;0
RR;2021-05-10;2021-05-11T00:30:00Z;129,7434;129,7434;0
RR;2021-05-10;2021-05-11T01:00:00Z;129,1398;129,1398;0
RR;2021-05-10;2021-05-11T01:30:00Z;131,4558;131,4558;0
RR;2021-05-10;2021-05-11T02:00:00Z;134,1483;134,1483;0
RR;2021-05-10;2021-05-11T02:30:00Z;137,2259;137,2259;0
RR;2021-05-10;2021-05-11T03:00:00Z;138,7333;138,7333;0
RR;2021-05-11;2021-05-11T03:30:00Z;140,7244;140,7244;0
RR;2021-05-11;2021-05-11T04:00:00Z;138,8622;138,8622;0
RR;2021-05-11;2021-05-11T04:30:00Z;135,5437;135,5437;0
RR;2021-05-11;2021-05-11T05:00:00Z;135,5982;135,5982;0
RR;2021-05-11;2021-05-11T05:30:00Z;132,6215;132,6215;0
RR;2021-05-11;2021-05-11T06:00:00Z;128,8034;128,8034;0
RR;2021-05-11;2021-05-11T06:30:00Z;124,6111;124,6111;0
RR;2021-05-11;2021-05-11T07:00:00Z;122,2905;122,2905;0
RR;2021-05-11;2021-05-11T07:30:00Z;119,9305;119,9305;0
RR;2021-05-11;2021-05-11T08:00:00Z;117,4241;117,4241;0
RR;2021-05-11;2021-05-11T08:30:00Z;115,7387;115,7387;0
RR;2021-05-11;2021-05-11T09:00:00Z;114,5526;114,5526;0
RR;2021-05-11;2021-05-11T09:30:00Z;113,7968;113,7968;0
RR;2021-05-11;2021-05-11T10:00:00Z;110,0572;110,0572;0
RR;2021-05-11;2021-05-11T10:30:00Z;99,5064;99,5064;0
RR;2021-05-11;2021-05-11T11:00:00Z;98,603;98,603;0
RR;2021-05-11;2021-05-11T11:30:00Z;94,6916;94,6916;0
RR;2021-05-11;2021-05-11T12:00:00Z;91,2651;91,2651;0
RR;2021-05-11;2021-05-11T12:30:00Z;95,3474;95,3474;0
RR;2021-05-11;2021-05-11T13:00:00Z;98,2215;98,2215;0
RR;2021-05-11;2021-05-11T13:30:00Z;98,4097;98,4097;0
RR;2021-05-11;2021-05-11T14:00:00Z;97,8984;97,8984;0
RR;2021-05-11;2021-05-11T14:30:00Z;98,9592;98,9592;0
RR;2021-05-11;2021-05-11T15:00:00Z;100,7226;100,7226;0
RR;2021-05-11;2021-05-11T15:30:00Z;103,2672;103,2672;0
RR;2021-05-11;2021-05-11T16:00:00Z;104,0068;104,0068;0
RR;2021-05-11;2021-05-11T16:30:00Z;102,3671;102,3671;0
RR;2021-05-11;2021-05-11T17:00:00Z;104,7907;104,7907;0
RR;2021-05-11;2021-05-11T17:30:00Z;106,3087;106,3087;0
RR;2021-05-11;2021-05-11T18:00:00Z;115,7142;115,7142;0
RR;2021-05-11;2021-05-11T18:30:00Z;123,4693;123,4693;0
RR;2021-05-11;2021-05-11T19:00:00Z;127,7014;127,7014;0
RR;2021-05-11;2021-05-11T19:30:00Z;127,0479;127,0479;0
RR;2021-05-11;2021-05-11T20:00:00Z;129,8892;129,8892;0
RR;2021-05-11;2021-05-11T20:30:00Z;129,1176;129,1176;0
RR;2021-05-11;2021-05-11T21:00:00Z;125,695;125,695;0
RR;2021-05-11;2021-05-11T21:30:00Z;120,8029;120,8029;0
RR;2021-05-11;2021-05-11T22:00:00Z;117,343;117,343;0
RR;2021-05-11;2021-05-11T22:30:00Z;118,5663;118,5663;0
RR;2021-05-11;2021-05-11T23:00:00Z;127,6922;127,6922;0
RR;2021-05-11;2021-05-11T23:30:00Z;130,0175;130,0175;0
RR;2021-05-11;2021-05-12T00:00:00Z;132,9648;132,9648;0
RR;2021-05-11;2021-05-12T00:30:00Z;135,0493;135,0493;0
RR;2021-05-11;2021-05-12T01:00:00Z;137,5985;137,5985;0
RR;2021-05-11;2021-05-12T01:30:00Z;137,9304;137,9304;0
RR;2021-05-11;2021-05-12T02:00:00Z;134,9584;134,9584;0
RR;2021-05-11;2021-05-12T02:30:00Z;108,2724;108,2724;0
RR;2021-05-11;2021-05-12T03:00:00Z;134,1094;134,1094;0
RR;2021-05-12;2021-05-12T03:30:00Z;141,7451;141,7451;0
RR;2021-05-12;2021-05-12T04:00:00Z;142,2688;142,2688;0
RR;2021-05-12;2021-05-12T04:30:00Z;141,9941;141,9941;0
RR;2021-05-12;2021-05-12T05:00:00Z;136,9785;136,9785;0
RR;2021-05-12;2021-05-12T05:30:00Z;129,982;129,982;0
RR;2021-05-12;2021-05-12T06:00:00Z;126,6587;126,6587;0
RR;2021-05-12;2021-05-12T06:30:00Z;123,4872;123,4872;0
RR;2021-05-12;2021-05-12T07:00:00Z;120,5923;120,5923;0
RR;2021-05-12;2021-05-12T07:30:00Z;120,2934;120,2934;0
RR;2021-05-12;2021-05-12T08:00:00Z;129,0711;129,0711;0
RR;2021-05-12;2021-05-12T08:30:00Z;127,7261;127,7261;0
RR;2021-05-12;2021-05-12T09:00:00Z;124,9245;124,9245;0
RR;2021-05-12;2021-05-12T09:30:00Z;122,5279;122,5279;0
RR;2021-05-12;2021-05-12T10:00:00Z;117,8834;117,8834;0
RR;2021-05-12;2021-05-12T10:30:00Z;105,4782;105,4782;0
RR;2021-05-12;2021-05-12T11:00:00Z;100,1403;100,1403;0
RR;2021-05-12;2021-05-12T11:30:00Z;100,0419;100,0419;0
RR;2021-05-12;2021-05-12T12:00:00Z;101,7302;101,7302;0
RR;2021-05-12;2021-05-12T12:30:00Z;107,7583;107,7583;0
RR;2021-05-12;2021-05-12T13:00:00Z;113,3042;113,3042;0
RR;2021-05-12;2021-05-12T13:30:00Z;115,4;115,4;0
RR;2021-05-12;2021-05-12T14:00:00Z;117,5697;117,5697;0
RR;2021-05-12;2021-05-12T14:30:00Z;120,1568;120,1568;0
RR;2021-05-12;2021-05-12T15:00:00Z;121,0117;121,0117;0
RR;2021-05-12;2021-05-12T15:30:00Z;121,7387;121,7387;0
RR;2021-05-12;2021-05-12T16:00:00Z;122,0364;122,0364;0
RR;2021-05-12;2021-05-12T16:30:00Z;120,603;120,603;0
RR;2021-05-12;2021-05-12T17:00:00Z;122,2218;122,2218;0
RR;2021-05-12;2021-05-12T17:30:00Z;124,8717;124,8717;0
RR;2021-05-12;2021-05-12T18:00:00Z;129,4862;129,4862;0
RR;2021-05-12;2021-05-12T18:30:00Z;139,5228;139,5228;0
RR;2021-05-12;2021-05-12T19:00:00Z;144,3245;144,3245;0
RR;2021-05-12;2021-05-12T19:30:00Z;143,621;143,621;0
RR;2021-05-12;2021-05-12T20:00:00Z;142,5568;142,5568;0
RR;2021-05-12;2021-05-12T20:30:00Z;139,7169;139,7169;0
RR;2021-05-12;2021-05-12T21:00:00Z;134,4939;134,4939;0
RR;2021-05-12;2021-05-12T21:30:00Z;128,1495;128,1495;0
RR;2021-05-12;2021-05-12T22:00:00Z;122,251;122,251;0
RR;2021-05-12;2021-05-12T22:30:00Z;126,2234;126,2234;0
RR;2021-05-12;2021-05-12T23:00:00Z;136,2036;136,2036;0
RR;2021-05-12;2021-05-12T23:30:00Z;139,329;139,329;0
RR;2021-05-12;2021-05-13T00:00:00Z;141,4761;141,4761;0
RR;2021-05-12;2021-05-13T00:30:00Z;142,7413;142,7413;0
RR;2021-05-12;2021-05-13T01:00:00Z;145,4963;145,4963;0
RR;2021-05-12;2021-05-13T01:30:00Z;148,5846;148,5846;0
RR;2021-05-12;2021-05-13T02:00:00Z;152,5909;152,5909;0
RR;2021-05-12;2021-05-13T02:30:00Z;155,3266;155,3266;0
RR;2021-05-12;2021-05-13T03:00:00Z;156,9601;156,9601;0
RR;2021-05-13;2021-05-13T03:30:00Z;158,5883;158,5883;0
RR;2021-05-13;2021-05-13T04:00:00Z;158,1935;158,1935;0
RR;2021-05-13;2021-05-13T04:30:00Z;155,6935;155,6935;0
RR;2021-05-13;2021-05-13T05:00:00Z;153,0102;153,0102;0
RR;2021-05-13;2021-05-13T05:30:00Z;149,7957;149,7957;0
RR;2021-05-13;2021-05-13T06:00:00Z;146,384;146,384;0
RR;2021-05-13;2021-05-13T06:30:00Z;140,5179;140,5179;0
RR;2021-05-13;2021-05-13T07:00:00Z;131,2177;131,2177;0
RR;2021-05-13;2021-05-13T07:30:00Z;128,3773;128,3773;0
RR;2021-05-13;2021-05-13T08:00:00Z;124,1499;124,1499;0
RR;2021-05-13;2021-05-13T08:30:00Z;124,4456;124,4456;0
RR;2021-05-13;2021-05-13T09:00:00Z;124,253;124,253;0
RR;2021-05-13;2021-05-13T09:30:00Z;122,4063;122,4063;0
RR;2021-05-13;2021-05-13T10:00:00Z;118,6851;118,6851;0
RR;2021-05-13;2021-05-13T10:30:00Z;108,8782;108,8782;0
RR;2021-05-13;2021-05-13T11:00:00Z;101,2933;101,2933;0
RR;2021-05-13;2021-05-13T11:30:00Z;99,1458;99,1458;0
RR;2021-05-13;2021-05-13T12:00:00Z;99,6046;99,6046;0
RR;2021-05-13;2021-05-13T12:30:00Z;103,5603;103,5603;0
RR;2021-05-13;2021-05-13T13:00:00Z;106,5337;106,5337;0
RR;2021-05-13;2021-05-13T13:30:00Z;109,114;109,114;0
RR;2021-05-13;2021-05-13T14:00:00Z;110,6426;110,6426;0
RR;2021-05-13;2021-05-13T14:30:00Z;111,6452;111,6452;0
RR;2021-05-13;2021-05-13T15:00:00Z;110,0622;110,0622;0
RR;2021-05-13;2021-05-13T15:30:00Z;110,3682;110,3682;0
RR;2021-05-13;2021-05-13T16:00:00Z;110,5109;110,5109;0
RR;2021-05-13;2021-05-13T16:30:00Z;109,4835;109,4835;0
RR;2021-05-13;2021-05-13T17:00:00Z;110,1814;110,1814;0
RR;2021-05-13;2021-05-13T17:30:00Z;113,0607;113,0607;0
RR;2021-05-13;2021-05-13T18:00:00Z;119,2185;119,2185;0
RR;2021-05-13;2021-05-13T18:30:00Z;128,1041;128,1041;0
RR;2021-05-13;2021-05-13T19:00:00Z;131,0414;131,0414;0
RR;2021-05-13;2021-05-13T19:30:00Z;130,6485;130,6485;0
RR;2021-05-13;2021-05-13T20:00:00Z;128,327;128,327;0
RR;2021-05-13;2021-05-13T20:30:00Z;124,9727;124,9727;0
RR;2021-05-13;2021-05-13T21:00:00Z;116,7461;116,7461;0
RR;2021-05-13;2021-05-13T21:30:00Z;117,4076;117,4076;0
RR;2021-05-13;2021-05-13T22:00:00Z;113,6631;113,6631;0
RR;2021-05-13;2021-05-13T22:30:00Z;116,7131;116,7131;0
RR;2021-05-13;2021-05-13T23:00:00Z;126,0353;126,0353;0
RR;2021-05-13;2021-05-13T23:30:00Z;128,2615;128,2615;0
RR;2021-05-13;2021-05-14T00:00:00Z;130,9194;130,9194;0
RR;2021-05-13;2021-05-14T00:30:00Z;133,0182;133,0182;0
RR;2021-05-13;2021-05-14T01:00:00Z;135,5695;135,5695;0
RR;2021-05-13;2021-05-14T01:30:00Z;138,049;138,049;0
RR;2021-05-13;2021-05-14T02:00:00Z;142,216;142,216;0
RR;2021-05-13;2021-05-14T02:30:00Z;145,8212;145,8212;0
RR;2021-05-13;2021-05-14T03:00:00Z;147,4798;147,4798;0
RR;2021-05-14;2021-05-14T03:30:00Z;149,0116;149,0116;0
RR;2021-05-14;2021-05-14T04:00:00Z;148,5005;148,5005;0
